CUST_NO_y,VTG,AGETIER
7644057.8,1 th,21-30 th
7688458.4,1 th,21-30 th
7764555.8,1 th,21-30 th
7773814.4,1 th,31-40 th
7793836.4,1 th,21-30 th
5136297.8,6-10 th,31-40 th
6685958.8,3 th,41-50 th
6938270.6,2 th,21-30 th
6381546.8,4 th,41-50 th
2925739.2,16-20 th,41-50 th
2675698.2,16-20 th,41-50 th
2015035.6,16-20 th,31-40 th
1683203.8,16-20 th,41-50 th
1166189.6,> 20 th,41-50 th
1001314.2,> 20 th,51-65 th
985410.4,> 20 th,51-65 th
960111.2,> 20 th,51-65 th
436452.0,> 20 th,51-65 th
3021243.6,16-20 th,41-50 th
2941749.4,16-20 th,21-30 th
2918375.6,16-20 th,31-40 th
2483438.4,16-20 th,21-30 th
2416342.4,16-20 th,31-40 th
2210452.4,16-20 th,41-50 th
2175421.0,16-20 th,41-50 th
2071059.2,16-20 th,21-30 th
2026222.8,16-20 th,41-50 th
1479753.2,16-20 th,41-50 th
865452.4,> 20 th,41-50 th
610386.4,> 20 th,31-40 th
211655.8,> 20 th,51-65 th
160033.0,> 20 th,51-65 th
120268.6,> 20 th,51-65 th
3084914.8,16-20 th,41-50 th
3128731.6,16-20 th,51-65 th
3376038.0,11-15 th,41-50 th
3381350.8,11-15 th,31-40 th
3394779.4,16-20 th,31-40 th
3409929.4,11-15 th,51-65 th
3415522.0,16-20 th,31-40 th
3431995.6,11-15 th,31-40 th
3507293.4,11-15 th,41-50 th
3509520.0,11-15 th,31-40 th
3600195.4,11-15 th,31-40 th
3759026.8,11-15 th,31-40 th
3970613.6,11-15 th,31-40 th
4021989.8,11-15 th,31-40 th
4036037.2,11-15 th,31-40 th
4130394.0,11-15 th,21-30 th
4193783.6,11-15 th,31-40 th
4310795.2,6-10 th,31-40 th
4285864.4,6-10 th,41-50 th
4290978.8,6-10 th,31-40 th
4377440.6,6-10 th,21-30 th
4439794.8,6-10 th,21-30 th
4407559.0,6-10 th,31-40 th
4409977.6,6-10 th,21-30 th
4558713.6,6-10 th,21-30 th
4553936.4,6-10 th,21-30 th
4522014.2,6-10 th,31-40 th
4641203.6,6-10 th,21-30 th
4589820.6,6-10 th,31-40 th
4612289.4,6-10 th,21-30 th
4756720.8,6-10 th,21-30 th
4777330.8,6-10 th,21-30 th
4785401.8,6-10 th,21-30 th
4784027.2,6-10 th,31-40 th
4764036.6,6-10 th,21-30 th
4846991.6,6-10 th,21-30 th
4789756.4,6-10 th,41-50 th
4794982.8,6-10 th,21-30 th
4880563.8,6-10 th,21-30 th
4924927.0,6-10 th,21-30 th
4909476.6,6-10 th,21-30 th
4895495.6,6-10 th,21-30 th
5031171.8,6-10 th,21-30 th
5006151.4,6-10 th,21-30 th
4979817.8,6-10 th,51-65 th
5056355.4,6-10 th,31-40 th
5050464.6,6-10 th,21-30 th
5067366.0,6-10 th,21-30 th
5068168.4,6-10 th,21-30 th
5058967.8,6-10 th,31-40 th
5194574.8,6-10 th,41-50 th
5144572.0,6-10 th,41-50 th
5274139.6,6-10 th,21-30 th
5220716.8,6-10 th,21-30 th
5292445.6,6-10 th,21-30 th
5340123.6,6-10 th,51-65 th
5332241.8,6-10 th,31-40 th
5313519.8,6-10 th,21-30 th
5422786.2,6-10 th,21-30 th
5381418.6,6-10 th,21-30 th
5441450.0,11-15 th,21-30 th
5448240.6,6-10 th,21-30 th
5449075.8,6-10 th,21-30 th
5487978.4,6-10 th,31-40 th
5466676.6,6-10 th,31-40 th
5581498.8,6-10 th,21-30 th
5540137.0,11-15 th,31-40 th
5546270.8,6-10 th,21-30 th
5595229.8,6-10 th,31-40 th
5658653.6,5 th,21-30 th
5657836.0,5 th,31-40 th
5714040.8,5 th,21-30 th
5682332.4,5 th,21-30 th
5732906.8,5 th,21-30 th
5791466.8,5 th,41-50 th
5779468.4,5 th,41-50 th
5752373.8,5 th,21-30 th
5806486.2,5 th,31-40 th
5845125.2,5 th,31-40 th
5847909.6,5 th,21-30 th
5826474.6,5 th,21-30 th
5933222.0,5 th,21-30 th
5921151.4,5 th,31-40 th
5906103.2,5 th,21-30 th
5949230.2,5 th,21-30 th
5944643.2,5 th,21-30 th
5995401.2,5 th,21-30 th
5999256.8,5 th,31-40 th
5969930.4,5 th,21-30 th
6007935.6,5 th,31-40 th
6033333.8,16-20 th,51-65 th
6119687.0,4 th,21-30 th
6096767.8,4 th,21-30 th
6134242.0,4 th,21-30 th
6169304.8,4 th,21-30 th
6156773.4,4 th,41-50 th
6157344.0,4 th,21-30 th
6199990.8,4 th,21-30 th
6227211.8,4 th,21-30 th
6227661.2,4 th,21-30 th
6224797.0,4 th,21-30 th
6205901.6,4 th,21-30 th
6211430.2,4 th,21-30 th
6344444.0,4 th,21-30 th
6346350.4,4 th,41-50 th
6341813.6,4 th,31-40 th
6383465.0,4 th,21-30 th
6384788.0,4 th,21-30 th
6409945.0,4 th,41-50 th
6410811.4,4 th,21-30 th
6390280.2,4 th,31-40 th
6390939.2,4 th,31-40 th
6395237.4,4 th,41-50 th
6387718.4,4 th,21-30 th
6445519.8,4 th,21-30 th
6433259.0,4 th,41-50 th
6488553.4,4 th,21-30 th
6486270.6,4 th,21-30 th
6476388.6,4 th,21-30 th
6496501.8,3 th,41-50 th
6493573.8,4 th,21-30 th
6549819.4,3 th,21-30 th
6539494.0,3 th,21-30 th
6521772.6,3 th,31-40 th
6528373.0,3 th,21-30 th
6509485.2,3 th,21-30 th
6514664.2,3 th,31-40 th
6604700.0,3 th,31-40 th
6612396.0,3 th,21-30 th
6618421.8,3 th,21-30 th
6664185.2,3 th,21-30 th
6642483.8,3 th,21-30 th
6626016.6,3 th,31-40 th
6672152.4,3 th,21-30 th
6719523.8,3 th,21-30 th
6710512.8,3 th,21-30 th
6717769.2,3 th,31-40 th
6689701.6,3 th,21-30 th
6680437.8,3 th,21-30 th
6730423.6,3 th,21-30 th
6784937.6,3 th,21-30 th
6801709.2,3 th,21-30 th
6876057.4,3 th,21-30 th
6909854.8,3 th,21-30 th
6922367.2,3 th,21-30 th
6895338.2,3 th,21-30 th
6899113.0,3 th,31-40 th
6958418.0,2 th,21-30 th
6962421.4,2 th,21-30 th
7041204.4,2 th,21-30 th
7033604.2,2 th,21-30 th
7018623.0,2 th,21-30 th
7052876.2,2 th,21-30 th
7044816.4,2 th,21-30 th
7053115.8,2 th,21-30 th
7072285.0,2 th,21-30 th
7124469.8,2 th,21-30 th
7151195.0,2 th,31-40 th
7197388.2,2 th,31-40 th
7179450.2,2 th,21-30 th
7161496.0,2 th,21-30 th
7204120.0,2 th,21-30 th
7247526.0,2 th,21-30 th
7230771.6,2 th,21-30 th
7258834.2,2 th,21-30 th
7280237.8,2 th,21-30 th
7273700.8,2 th,31-40 th
7303496.6,2 th,21-30 th
7304073.2,2 th,31-40 th
7374126.2,1 th,41-50 th
7400345.2,1 th,21-30 th
7444957.8,1 th,41-50 th
7436741.8,1 th,31-40 th
7428418.4,1 th,21-30 th
7418430.2,1 th,21-30 th
7455845.6,1 th,21-30 th
7456420.4,1 th,21-30 th
7468624.8,1 th,21-30 th
7467635.4,1 th,21-30 th
7534616.6,1 th,41-50 th
7515630.2,1 th,31-40 th
7584711.0,1 th,21-30 th
7566594.2,1 th,21-30 th
7594218.0,1 th,51-65 th
7618227.2,1 th,21-30 th
7605688.0,1 th,21-30 th
7699433.6,1 th,31-40 th
7722812.8,1 th,21-30 th
7703213.8,1 th,41-50 th
7744630.6,1 th,21-30 th
7767039.4,1 th,21-30 th
2747715.0,16-20 th,51-65 th
2740274.4,16-20 th,41-50 th
2702588.0,16-20 th,51-65 th
2354347.0,16-20 th,41-50 th
2190026.4,16-20 th,31-40 th
2085384.4,16-20 th,51-65 th
1939137.0,16-20 th,41-50 th
1795948.4,16-20 th,41-50 th
1125469.4,> 20 th,41-50 th
514531.0,> 20 th,51-65 th
149202.6,> 20 th,41-50 th
15276.2,> 20 th,51-65 th
3016340.2,16-20 th,31-40 th
2532690.8,16-20 th,31-40 th
2304282.6,16-20 th,41-50 th
2083907.0,16-20 th,31-40 th
2067927.0,16-20 th,31-40 th
1955888.8,16-20 th,51-65 th
1854960.0,16-20 th,31-40 th
1841229.6,16-20 th,21-30 th
1768554.0,16-20 th,21-30 th
1498669.6,16-20 th,31-40 th
1082355.4,> 20 th,51-65 th
662600.8,> 20 th,41-50 th
467810.4,> 20 th,41-50 th
3053962.2,16-20 th,41-50 th
3129397.8,16-20 th,51-65 th
3151704.2,16-20 th,31-40 th
3346186.4,11-15 th,51-65 th
3520958.8,11-15 th,31-40 th
3616817.0,11-15 th,41-50 th
3640772.2,11-15 th,41-50 th
3715467.6,11-15 th,31-40 th
3840221.4,11-15 th,31-40 th
3865084.2,11-15 th,41-50 th
3956433.4,11-15 th,21-30 th
3953584.8,11-15 th,31-40 th
4028712.8,11-15 th,31-40 th
4031227.2,11-15 th,31-40 th
4150757.2,11-15 th,21-30 th
4224983.8,6-10 th,31-40 th
4219959.2,11-15 th,51-65 th
4172225.2,11-15 th,21-30 th
4252301.0,6-10 th,31-40 th
4263893.8,6-10 th,31-40 th
4352273.8,6-10 th,21-30 th
4309141.8,6-10 th,41-50 th
4288584.6,6-10 th,21-30 th
4363524.6,6-10 th,41-50 th
4403629.6,6-10 th,31-40 th
4463540.6,6-10 th,21-30 th
4459996.0,6-10 th,21-30 th
4520298.8,6-10 th,31-40 th
4528097.0,6-10 th,31-40 th
4648071.0,6-10 th,21-30 th
4632185.0,6-10 th,31-40 th
4740558.0,6-10 th,31-40 th
4843899.2,6-10 th,21-30 th
4838256.0,6-10 th,21-30 th
4846221.8,6-10 th,31-40 th
4817337.4,6-10 th,31-40 th
4930590.4,6-10 th,31-40 th
4931326.8,6-10 th,31-40 th
4919378.4,6-10 th,21-30 th
4891991.4,6-10 th,21-30 th
5004821.4,6-10 th,21-30 th
4996280.0,6-10 th,21-30 th
5049290.0,6-10 th,31-40 th
5092818.6,6-10 th,21-30 th
5067263.2,6-10 th,21-30 th
5197737.2,6-10 th,41-50 th
5217398.2,6-10 th,31-40 th
5262625.8,6-10 th,31-40 th
5251847.4,6-10 th,31-40 th
5246717.6,6-10 th,21-30 th
5239905.0,6-10 th,21-30 th
5220094.4,6-10 th,21-30 th
5355736.4,6-10 th,21-30 th
5341087.8,6-10 th,21-30 th
5325260.0,6-10 th,21-30 th
5302389.2,6-10 th,41-50 th
5383295.2,6-10 th,41-50 th
5449064.8,6-10 th,21-30 th
5477596.8,6-10 th,21-30 th
5472796.8,6-10 th,21-30 th
5526386.6,6-10 th,21-30 th
5550168.8,6-10 th,31-40 th
5544828.4,6-10 th,41-50 th
5545223.6,6-10 th,21-30 th
5533635.8,6-10 th,31-40 th
5536243.6,6-10 th,31-40 th
5593580.8,6-10 th,21-30 th
5595104.0,6-10 th,21-30 th
5587414.6,6-10 th,21-30 th
5653513.0,5 th,31-40 th
5616821.0,6-10 th,51-65 th
5603193.0,6-10 th,41-50 th
5613857.0,6-10 th,21-30 th
5607899.8,6-10 th,31-40 th
5707473.2,5 th,21-30 th
5680739.6,5 th,21-30 th
5687812.8,5 th,21-30 th
5674544.4,5 th,21-30 th
5691972.2,5 th,21-30 th
5763551.4,5 th,21-30 th
5752088.0,5 th,21-30 th
5760049.2,5 th,21-30 th
5803135.0,6-10 th,21-30 th
5805855.2,5 th,21-30 th
5832459.8,5 th,21-30 th
5831750.2,5 th,21-30 th
5844890.2,5 th,21-30 th
5830910.0,5 th,31-40 th
5876442.8,5 th,31-40 th
5930366.0,5 th,31-40 th
5889717.6,5 th,31-40 th
5895416.4,5 th,21-30 th
5949592.8,5 th,21-30 th
5943556.6,5 th,21-30 th
6045588.6,5 th,31-40 th
6049547.4,5 th,21-30 th
6028673.6,5 th,31-40 th
6025581.8,5 th,21-30 th
6072370.8,4 th,51-65 th
6110211.4,4 th,41-50 th
6110886.4,4 th,21-30 th
6105516.2,4 th,21-30 th
6091733.4,4 th,31-40 th
6139631.0,4 th,21-30 th
6169554.8,4 th,31-40 th
6196478.6,4 th,31-40 th
6244037.0,4 th,21-30 th
6238335.0,4 th,21-30 th
6232327.4,4 th,31-40 th
6225307.4,4 th,21-30 th
6281704.6,4 th,31-40 th
6327673.2,4 th,21-30 th
6382966.0,4 th,41-50 th
6374638.2,4 th,41-50 th
6426338.6,4 th,21-30 th
6398428.4,4 th,21-30 th
6433688.2,4 th,21-30 th
6490290.4,4 th,21-30 th
6493868.0,4 th,21-30 th
6540415.6,3 th,21-30 th
6551359.8,3 th,21-30 th
6688348.0,3 th,21-30 th
6750549.4,3 th,31-40 th
6740153.6,3 th,21-30 th
6832365.2,3 th,51-65 th
6862171.6,3 th,21-30 th
6859869.0,6-10 th,51-65 th
6890909.6,3 th,21-30 th
6917009.6,3 th,21-30 th
6893740.6,3 th,21-30 th
6894837.0,3 th,21-30 th
6940479.2,2 th,21-30 th
6984054.6,2 th,31-40 th
6971329.4,2 th,21-30 th
6994785.4,2 th,21-30 th
7041260.4,2 th,21-30 th
7021389.4,2 th,21-30 th
7003494.0,2 th,51-65 th
7086072.2,2 th,21-30 th
7089641.6,2 th,51-65 th
7104899.4,2 th,51-65 th
7139566.4,2 th,21-30 th
7110001.0,2 th,41-50 th
7185461.0,2 th,31-40 th
7176567.2,2 th,31-40 th
7241329.8,2 th,21-30 th
7243527.8,2 th,21-30 th
7234404.0,2 th,31-40 th
7284079.8,2 th,21-30 th
7304618.6,2 th,21-30 th
7315841.6,2 th,31-40 th
7315034.8,2 th,21-30 th
7353268.0,1 th,21-30 th
7389749.6,1 th,41-50 th
7385656.6,1 th,21-30 th
7444784.6,1 th,21-30 th
7494543.8,1 th,21-30 th
7470834.8,1 th,21-30 th
7469918.8,1 th,21-30 th
7506323.2,1 th,21-30 th
7550216.2,1 th,31-40 th
7584391.0,1 th,21-30 th
7584434.8,1 th,21-30 th
7565444.8,1 th,21-30 th
7559308.2,1 th,31-40 th
7673008.6,1 th,21-30 th
7663590.2,1 th,21-30 th
7717283.4,1 th,41-50 th
7720060.2,1 th,21-30 th
7773583.0,1 th,31-40 th
7751852.4,1 th,21-30 th
7798406.6,1 th,41-50 th
996943.2,> 20 th,31-40 th
2987501.6,16-20 th,41-50 th
2739861.2,16-20 th,21-30 th
2696914.6,16-20 th,31-40 th
2632969.0,16-20 th,31-40 th
2488145.8,16-20 th,41-50 th
2499692.0,16-20 th,31-40 th
2348474.6,16-20 th,41-50 th
2146775.2,16-20 th,41-50 th
1304595.8,16-20 th,41-50 th
977184.2,> 20 th,51-65 th
134365.2,> 20 th,41-50 th
132616.0,> 20 th,31-40 th
94160.4,> 20 th,51-65 th
3006038.8,16-20 th,31-40 th
2695595.6,16-20 th,31-40 th
2698394.6,16-20 th,41-50 th
2487367.6,16-20 th,41-50 th
2066272.0,16-20 th,21-30 th
2040084.4,> 20 th,51-65 th
1895254.2,16-20 th,31-40 th
1851703.4,16-20 th,41-50 th
1719621.2,16-20 th,41-50 th
823262.2,> 20 th,41-50 th
3335089.0,11-15 th,41-50 th
3396067.8,11-15 th,41-50 th
3422461.4,11-15 th,31-40 th
3434636.0,11-15 th,31-40 th
3475018.6,11-15 th,31-40 th
3483563.2,16-20 th,31-40 th
3551414.0,11-15 th,51-65 th
3579817.0,11-15 th,31-40 th
3609093.2,11-15 th,31-40 th
3653899.6,11-15 th,31-40 th
3664230.8,11-15 th,31-40 th
3721172.6,> 20 th,31-40 th
3783685.0,11-15 th,31-40 th
3913431.0,11-15 th,31-40 th
3951083.4,11-15 th,31-40 th
4019597.0,11-15 th,21-30 th
4121703.6,11-15 th,31-40 th
4152315.6,11-15 th,31-40 th
4221105.4,11-15 th,31-40 th
4200239.4,11-15 th,21-30 th
4208806.0,11-15 th,41-50 th
4203157.4,11-15 th,51-65 th
4245531.2,6-10 th,21-30 th
4329644.2,6-10 th,21-30 th
4323088.4,6-10 th,31-40 th
4275155.0,6-10 th,21-30 th
4360216.6,11-15 th,31-40 th
4362793.4,6-10 th,31-40 th
4456349.8,6-10 th,21-30 th
4417579.0,6-10 th,21-30 th
4397538.4,6-10 th,31-40 th
4511250.4,11-15 th,31-40 th
4504527.4,6-10 th,51-65 th
4586256.8,6-10 th,31-40 th
4579920.4,6-10 th,41-50 th
4657741.4,6-10 th,31-40 th
4626093.8,6-10 th,41-50 th
4604408.2,6-10 th,21-30 th
4665731.4,6-10 th,41-50 th
4759856.2,6-10 th,21-30 th
4720568.0,6-10 th,21-30 th
4725483.6,6-10 th,21-30 th
4733352.8,6-10 th,31-40 th
4690561.2,6-10 th,31-40 th
4840987.0,6-10 th,21-30 th
4814264.8,6-10 th,21-30 th
4828087.6,6-10 th,21-30 th
4786584.0,6-10 th,31-40 th
4868280.2,6-10 th,21-30 th
4858553.2,6-10 th,31-40 th
4931868.6,6-10 th,51-65 th
4941176.2,6-10 th,31-40 th
4919203.2,6-10 th,21-30 th
4892120.6,6-10 th,21-30 th
5031223.8,6-10 th,31-40 th
4999829.2,6-10 th,21-30 th
4975498.6,6-10 th,31-40 th
5051754.2,6-10 th,21-30 th
5102670.8,6-10 th,21-30 th
5103960.4,6-10 th,31-40 th
5122407.4,6-10 th,21-30 th
5131792.4,6-10 th,21-30 th
5129641.4,6-10 th,21-30 th
5211422.4,6-10 th,21-30 th
5269024.6,6-10 th,21-30 th
5268598.4,6-10 th,21-30 th
5224877.0,6-10 th,21-30 th
5225459.2,6-10 th,41-50 th
5291335.4,6-10 th,21-30 th
5350447.0,6-10 th,21-30 th
5369691.0,6-10 th,21-30 th
5363906.8,6-10 th,31-40 th
5374307.2,6-10 th,41-50 th
5364702.6,6-10 th,21-30 th
5367935.0,6-10 th,21-30 th
5450664.8,6-10 th,51-65 th
5438368.8,6-10 th,21-30 th
5440198.4,6-10 th,21-30 th
5495465.4,6-10 th,21-30 th
5565505.2,6-10 th,21-30 th
5543605.6,6-10 th,21-30 th
5591915.2,6-10 th,21-30 th
5599030.2,6-10 th,21-30 th
5644013.6,11-15 th,21-30 th
5613962.8,6-10 th,21-30 th
5659671.8,5 th,31-40 th
5725122.4,5 th,31-40 th
5722463.6,5 th,21-30 th
5716397.4,5 th,21-30 th
5712910.0,5 th,21-30 th
5706409.2,5 th,51-65 th
5682941.0,5 th,21-30 th
5674232.2,5 th,31-40 th
5791224.2,5 th,31-40 th
5785805.4,5 th,21-30 th
5764306.8,5 th,21-30 th
5750288.8,5 th,21-30 th
5809857.4,5 th,21-30 th
5861904.8,5 th,31-40 th
5858465.0,5 th,31-40 th
5835352.2,5 th,21-30 th
5846606.2,5 th,31-40 th
5923051.8,5 th,31-40 th
5907095.4,5 th,31-40 th
5888354.8,5 th,21-30 th
5943272.0,5 th,21-30 th
5945432.4,5 th,21-30 th
5996128.8,5 th,31-40 th
5998224.2,5 th,21-30 th
5987696.6,5 th,31-40 th
5987801.6,5 th,21-30 th
5971119.8,5 th,21-30 th
5964912.0,5 th,21-30 th
5954020.6,5 th,21-30 th
6005176.2,5 th,21-30 th
6009766.8,5 th,21-30 th
6011050.2,5 th,31-40 th
6055042.0,5 th,21-30 th
6040578.4,5 th,21-30 th
6023855.0,5 th,21-30 th
6069837.0,4 th,21-30 th
6122747.4,4 th,21-30 th
6127889.6,4 th,51-65 th
6100481.2,4 th,21-30 th
6083917.0,4 th,31-40 th
6087788.2,4 th,31-40 th
6165645.6,4 th,21-30 th
6201703.6,4 th,21-30 th
6221015.6,4 th,21-30 th
6231764.2,4 th,21-30 th
6312051.2,4 th,21-30 th
6297905.4,4 th,21-30 th
6311289.4,4 th,21-30 th
6302246.4,4 th,41-50 th
6334880.6,4 th,21-30 th
6386608.6,4 th,21-30 th
6392145.8,4 th,21-30 th
6393642.0,4 th,31-40 th
6400655.2,4 th,21-30 th
6393939.6,4 th,21-30 th
6462605.4,4 th,21-30 th
6451689.8,4 th,21-30 th
6540601.2,3 th,31-40 th
6508137.6,3 th,21-30 th
6507204.6,3 th,21-30 th
6563898.4,3 th,21-30 th
6606125.6,3 th,21-30 th
6607498.0,3 th,21-30 th
6591948.4,3 th,21-30 th
6573365.6,3 th,21-30 th
6696460.0,3 th,21-30 th
6688835.8,3 th,21-30 th
6765612.4,3 th,31-40 th
6764363.6,3 th,21-30 th
6737812.8,3 th,31-40 th
6828242.8,3 th,31-40 th
6886464.4,3 th,31-40 th
6939906.2,2 th,41-50 th
6947449.6,2 th,31-40 th
6985527.8,2 th,41-50 th
6963037.8,2 th,31-40 th
7039670.4,2 th,21-30 th
7092409.2,2 th,41-50 th
7086593.0,2 th,21-30 th
7070635.4,2 th,21-30 th
7057966.0,2 th,21-30 th
7061615.2,2 th,21-30 th
7111762.0,2 th,21-30 th
7107879.4,2 th,31-40 th
7235706.0,2 th,31-40 th
7221862.4,2 th,21-30 th
7282279.6,2 th,21-30 th
7270552.4,2 th,21-30 th
7271184.2,2 th,31-40 th
7333360.2,2 th,41-50 th
7333396.2,2 th,21-30 th
7330582.2,2 th,31-40 th
7320476.0,2 th,21-30 th
7392443.6,1 th,21-30 th
7367637.2,1 th,31-40 th
7440936.6,1 th,21-30 th
7427977.8,1 th,21-30 th
7461147.2,1 th,31-40 th
7462051.0,1 th,21-30 th
7501075.2,1 th,21-30 th
7541212.6,1 th,21-30 th
7524533.6,1 th,21-30 th
7528111.2,1 th,21-30 th
7548634.4,1 th,21-30 th
7584938.6,1 th,41-50 th
7624354.2,1 th,21-30 th
7612274.6,1 th,21-30 th
7615087.2,1 th,21-30 th
7686823.2,1 th,21-30 th
7679661.6,1 th,51-65 th
7671634.4,1 th,31-40 th
7737515.6,1 th,21-30 th
7718021.2,1 th,21-30 th
7745496.8,1 th,21-30 th
7756271.4,1 th,21-30 th
7793209.4,1 th,41-50 th
7789614.8,1 th,21-30 th
7802188.8,1 th,21-30 th
350394.0,> 20 th,51-65 th
626970.8,> 20 th,51-65 th
2940569.6,16-20 th,31-40 th
2271110.0,16-20 th,31-40 th
2093828.4,16-20 th,41-50 th
2103940.0,16-20 th,31-40 th
2089135.0,16-20 th,41-50 th
1986485.4,16-20 th,31-40 th
1779095.6,16-20 th,41-50 th
1656133.4,16-20 th,51-65 th
1357701.4,16-20 th,51-65 th
959317.2,> 20 th,31-40 th
877097.0,> 20 th,51-65 th
2912825.4,16-20 th,21-30 th
2714144.6,16-20 th,31-40 th
2723748.0,16-20 th,51-65 th
2659168.6,16-20 th,31-40 th
2392856.2,16-20 th,41-50 th
2385869.0,16-20 th,31-40 th
2224736.8,16-20 th,31-40 th
1908971.6,16-20 th,41-50 th
1664659.6,16-20 th,41-50 th
1197641.4,> 20 th,31-40 th
3119798.2,16-20 th,41-50 th
3145982.8,16-20 th,51-65 th
3190608.8,16-20 th,41-50 th
3159276.2,16-20 th,51-65 th
3217110.2,16-20 th,41-50 th
3256438.2,11-15 th,31-40 th
3271231.6,11-15 th,41-50 th
3274322.4,11-15 th,31-40 th
3350347.2,11-15 th,41-50 th
3457075.8,16-20 th,41-50 th
3517919.4,11-15 th,31-40 th
3520841.4,> 20 th,41-50 th
3569836.8,11-15 th,31-40 th
3574738.6,11-15 th,31-40 th
3620449.0,11-15 th,31-40 th
3630539.6,11-15 th,31-40 th
3675833.8,11-15 th,41-50 th
3685352.4,11-15 th,41-50 th
3985072.2,11-15 th,41-50 th
4001154.8,11-15 th,51-65 th
4080256.2,> 20 th,41-50 th
4090565.6,11-15 th,31-40 th
4130666.2,11-15 th,31-40 th
4240380.6,6-10 th,31-40 th
4232650.4,6-10 th,21-30 th
4250434.2,6-10 th,21-30 th
4243026.0,6-10 th,21-30 th
4249369.8,6-10 th,31-40 th
4335049.6,6-10 th,31-40 th
4346321.2,6-10 th,31-40 th
4310387.0,6-10 th,51-65 th
4305836.6,6-10 th,41-50 th
4290427.0,6-10 th,21-30 th
4272507.2,6-10 th,31-40 th
4368436.8,6-10 th,51-65 th
4444019.2,6-10 th,31-40 th
4415862.4,6-10 th,31-40 th
4379426.2,6-10 th,21-30 th
4399362.8,6-10 th,21-30 th
4402261.6,6-10 th,21-30 th
4482964.8,6-10 th,31-40 th
4553142.4,6-10 th,31-40 th
4550720.2,6-10 th,31-40 th
4519706.0,6-10 th,21-30 th
4491095.4,6-10 th,31-40 th
4506848.2,6-10 th,31-40 th
4657109.2,6-10 th,31-40 th
4588876.6,6-10 th,31-40 th
4683665.2,6-10 th,31-40 th
4742040.0,6-10 th,21-30 th
4835998.0,11-15 th,41-50 th
4815643.8,6-10 th,21-30 th
4873041.4,6-10 th,41-50 th
4940063.6,6-10 th,31-40 th
4887755.4,6-10 th,21-30 th
4887230.0,6-10 th,21-30 th
4899404.2,6-10 th,21-30 th
4898152.0,6-10 th,21-30 th
4948190.4,6-10 th,31-40 th
5014546.8,11-15 th,31-40 th
5029557.0,6-10 th,31-40 th
5023705.8,6-10 th,31-40 th
4974910.0,6-10 th,21-30 th
4986524.6,6-10 th,41-50 th
5049627.0,6-10 th,21-30 th
5044570.2,6-10 th,31-40 th
5103834.8,6-10 th,41-50 th
5088182.8,6-10 th,41-50 th
5066634.4,6-10 th,21-30 th
5063738.2,6-10 th,21-30 th
5075267.4,6-10 th,21-30 th
5122441.6,6-10 th,21-30 th
5126345.2,6-10 th,31-40 th
5119082.2,6-10 th,31-40 th
5181024.8,6-10 th,31-40 th
5169299.2,6-10 th,31-40 th
5160390.4,6-10 th,31-40 th
5152327.8,6-10 th,31-40 th
5277664.4,6-10 th,21-30 th
5248780.0,6-10 th,21-30 th
5247298.2,6-10 th,21-30 th
5245504.4,6-10 th,21-30 th
5227568.2,6-10 th,31-40 th
5348956.2,6-10 th,31-40 th
5365311.6,6-10 th,21-30 th
5362851.4,6-10 th,21-30 th
5375501.2,6-10 th,21-30 th
5359918.0,6-10 th,21-30 th
5362980.2,6-10 th,31-40 th
5416703.8,6-10 th,21-30 th
5427128.8,6-10 th,21-30 th
5427540.8,6-10 th,21-30 th
5384210.8,6-10 th,31-40 th
5495009.0,6-10 th,31-40 th
5501685.8,6-10 th,21-30 th
5470380.0,6-10 th,21-30 th
5517658.0,6-10 th,31-40 th
5510419.0,6-10 th,21-30 th
5575340.8,6-10 th,21-30 th
5589358.8,6-10 th,21-30 th
5643120.6,6-10 th,21-30 th
5602862.0,6-10 th,21-30 th
5603138.6,6-10 th,31-40 th
5616683.2,6-10 th,21-30 th
5725490.8,5 th,21-30 th
5705611.0,5 th,21-30 th
5677917.6,5 th,31-40 th
5744625.8,5 th,21-30 th
5769804.2,5 th,21-30 th
5797998.0,5 th,21-30 th
5840384.2,5 th,21-30 th
5843526.2,5 th,21-30 th
5877853.0,5 th,21-30 th
5921572.0,6-10 th,21-30 th
5902548.0,5 th,21-30 th
5908641.8,5 th,21-30 th
5953997.2,5 th,31-40 th
5958781.4,5 th,21-30 th
6049528.4,5 th,21-30 th
6038204.0,5 th,21-30 th
6084047.6,4 th,31-40 th
6132758.0,4 th,21-30 th
6188097.2,4 th,31-40 th
6164116.4,4 th,31-40 th
6168694.8,4 th,21-30 th
6189902.8,4 th,21-30 th
6230981.8,4 th,21-30 th
6251598.4,4 th,41-50 th
6259548.8,4 th,21-30 th
6306937.4,4 th,21-30 th
6310646.0,4 th,31-40 th
6269862.6,4 th,21-30 th
6270178.6,4 th,41-50 th
6268152.8,4 th,21-30 th
6360299.0,4 th,21-30 th
6371666.8,4 th,31-40 th
6349550.8,4 th,21-30 th
6382033.8,4 th,21-30 th
6415561.8,4 th,21-30 th
6440917.4,4 th,21-30 th
6444812.4,4 th,21-30 th
6481943.8,4 th,21-30 th
6476197.2,4 th,31-40 th
6517825.2,3 th,21-30 th
6557205.2,3 th,21-30 th
6598974.2,3 th,21-30 th
6566198.6,3 th,41-50 th
6640645.2,3 th,21-30 th
6621321.0,3 th,21-30 th
6672024.8,3 th,21-30 th
